Rooms,Type,Price,Method,Date,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,SellerG,Suburb,date_month,date_year,zipcode,airbnb_price_mean,airbnb_record_count,airbnb_weekly_price_mean,airbnb_weekly_price_count,airbnb_monthly_price_mean,airbnb_monthly_price_count
3,h,840000.0,S,2017-07-01,16.1,3088.0,1.0,2.0,509.0,120.0,2000.0,-37.708220000000004,145.11495,Eastern Metropolitan,1390.0,Barry,Briar Hill,7,2017,3088.0,68.36363636363636,11.0,0.04933196300102774,2.0,0.04418610440367429,2.0
1,u,380000.0,VB,2017-07-01,10.5,3186.0,1.0,1.0,1993.0,46.0,2000.0,-37.884679999999996,144.99722,Southern Metropolitan,10579.0,Chisholm,Brighton,7,2017,3186.0,268.2983870967742,124.0,0.47658049384668094,13.0,0.6057956403043654,12.0
4,t,1731000.0,SP,2017-07-01,10.3,3187.0,3.0,2.0,345.0,239.0,2001.0,-37.91503,145.00888,Southern Metropolitan,6938.0,Buxton,Brighton East,7,2017,3187.0,193.8679245283019,53.0,0.11887632750942104,8.0,0.06422543625998856,5.0
3,t,465000.0,S,2017-07-01,14.0,3047.0,2.0,3.0,248.0,123.21,2010.0,-37.68358,144.92387,Northern Metropolitan,4294.0,Barry,Broadmeadows,7,2017,3047.0,63.857142857142854,21.0,0.1726618705035971,2.0,0.1285919361396696,0.0
3,h,518500.0,S,2017-07-01,14.0,3047.0,1.0,0.0,576.0,110.0,1999.0,-37.692370000000004,144.93143999999995,Northern Metropolitan,4294.0,YPA,Broadmeadows,7,2017,3047.0,63.857142857142854,21.0,0.1726618705035971,2.0,0.1285919361396696,0.0
2,u,692000.0,S,2017-07-01,5.2,3056.0,1.0,1.0,0.0,,,-37.77742,144.95666,Northern Metropolitan,11918.0,Jellis,Brunswick,7,2017,3056.0,94.67264573991031,446.0,0.25146039850147534,62.0,0.21271299238309416,47.0
2,h,1305000.0,S,2017-07-01,4.0,3057.0,1.0,0.0,315.0,,,-37.76386,144.97783,Northern Metropolitan,5533.0,Nicholson,Brunswick East,7,2017,3057.0,154.43243243243242,185.0,0.2388994067903572,19.0,0.2725432111058558,15.0
3,h,1100000.0,S,2017-07-01,5.2,3055.0,1.0,1.0,322.0,,,-37.76073,144.94803000000005,Northern Metropolitan,7082.0,Brad,Brunswick West,7,2017,3055.0,87.82758620689656,87.0,0.19693632848822984,14.0,0.14014255723448923,15.0
2,h,573000.0,S,2017-07-01,5.2,3055.0,1.0,1.0,0.0,,1970.0,-37.76732,144.94098,Northern Metropolitan,7082.0,Jellis,Brunswick West,7,2017,3055.0,87.82758620689656,87.0,0.19693632848822984,14.0,0.14014255723448923,15.0
3,h,1060000.0,S,2017-07-01,10.8,3105.0,1.0,2.0,631.0,,,-37.77615,145.08907,Eastern Metropolitan,4480.0,Fletchers,Bulleen,7,2017,3105.0,116.26086956521739,23.0,0.20171291538198016,1.0,0.17425505962012397,1.0
3,h,805000.0,S,2017-07-01,12.1,3083.0,1.0,2.0,669.0,,,-37.70834,145.05424,Northern Metropolitan,10175.0,Barry,Bundoora,7,2017,3083.0,84.13793103448276,87.0,0.2973621103117506,2.0,0.21053745239102833,2.0
3,h,682000.0,S,2017-07-01,12.1,3083.0,1.0,1.0,583.0,,,-37.70074,145.0648,Northern Metropolitan,10175.0,Ray,Bundoora,7,2017,3083.0,84.13793103448276,87.0,0.2973621103117506,2.0,0.21053745239102833,2.0
3,h,535000.0,S,2017-07-01,14.8,3023.0,2.0,2.0,472.0,230.0,2005.0,-37.7331,144.76282,Western Metropolitan,1686.0,Barry,Burnside Heights,7,2017,3023.0,92.6,35.0,0.18636519355943815,1.0,0.19256962200876965,0.0
4,h,1088000.0,PI,2017-07-01,14.7,3151.0,1.0,1.0,536.0,140.7481,,-37.8534,145.14218,Eastern Metropolitan,4048.0,Ray,Burwood East,7,2017,3151.0,97.65517241379311,29.0,0.24117848578280232,1.0,0.19914863956585593,1.0
3,h,1180000.0,S,2017-07-01,14.7,3151.0,1.0,1.0,563.0,,,-37.85771,145.15466,Eastern Metropolitan,4048.0,Fletchers,Burwood East,7,2017,3151.0,97.65517241379311,29.0,0.24117848578280232,1.0,0.19914863956585593,1.0
3,h,630000.0,PI,2017-07-01,14.8,3023.0,2.0,2.0,397.0,145.0,2007.0,-37.75107,144.78415,Western Metropolitan,2674.0,YPA,Cairnlea,7,2017,3023.0,92.6,35.0,0.18636519355943815,1.0,0.19256962200876965,0.0
2,u,677000.0,S,2017-07-01,7.7,3124.0,1.0,1.0,131.0,76.0,1975.0,-37.847159999999995,145.07351,Southern Metropolitan,8920.0,Noel,Camberwell,7,2017,3124.0,138.5568181818182,88.0,0.2009820714856686,9.0,0.2666813657329203,7.0
2,u,670000.0,VB,2017-07-01,7.7,3124.0,1.0,1.0,0.0,,,-37.83202,145.06095,Southern Metropolitan,8920.0,Jellis,Camberwell,7,2017,3124.0,138.5568181818182,88.0,0.2009820714856686,9.0,0.2666813657329203,7.0
3,t,1320000.0,PI,2017-07-01,7.7,3124.0,2.0,2.0,227.0,223.0,2006.0,-37.84689,145.05863,Southern Metropolitan,8920.0,Bekdon,Camberwell,7,2017,3124.0,138.5568181818182,88.0,0.2009820714856686,9.0,0.2666813657329203,7.0
2,u,816000.0,S,2017-07-01,8.4,3126.0,2.0,1.0,8140.0,86.5,2015.0,-37.82091,145.06011,Southern Metropolitan,3265.0,Nelson,Canterbury,7,2017,3126.0,148.1304347826087,23.0,0.4176772867420349,2.0,0.2616315252296433,2.0
1,u,350000.0,VB,2017-07-01,1.6,3053.0,1.0,1.0,0.0,30.6,1970.0,-37.798590000000004,144.97336,Northern Metropolitan,6786.0,Woodards,Carlton,7,2017,3053.0,111.76765799256506,538.0,0.4185050793184694,49.0,0.3242781844457051,38.0
2,u,620000.0,S,2017-07-01,1.6,3053.0,2.0,1.0,0.0,,2013.0,-37.7969,144.9742,Northern Metropolitan,6786.0,Woodards,Carlton,7,2017,3053.0,111.76765799256506,538.0,0.4185050793184694,49.0,0.3242781844457051,38.0
3,h,1760000.0,S,2017-07-01,1.6,3053.0,2.0,2.0,151.0,,,-37.79449,144.97406,Northern Metropolitan,6786.0,Nelson,Carlton,7,2017,3053.0,111.76765799256506,538.0,0.4185050793184694,49.0,0.3242781844457051,38.0
3,h,545000.0,SP,2017-07-01,14.8,3023.0,2.0,2.0,301.0,,,-37.743970000000004,144.73471999999995,Western Metropolitan,7719.0,Metro,Caroline Springs,7,2017,3023.0,92.6,35.0,0.18636519355943815,1.0,0.19256962200876965,0.0
2,u,1091500.0,S,2017-07-01,8.7,3162.0,2.0,1.0,225.0,,,-37.89565,145.0234,Southern Metropolitan,5051.0,hockingstuart,Caulfield South,7,2017,3162.0,130.11111111111111,81.0,0.5656731757451181,13.0,0.4623256412171301,12.0
5,h,1140000.0,S,2017-07-01,17.9,3192.0,2.0,2.0,570.0,,,-37.96763,145.07898,Southern Metropolitan,9758.0,O'Brien,Cheltenham,7,2017,3192.0,115.06666666666666,60.0,0.4063492063492064,6.0,0.21615925252877283,3.0
3,t,950000.0,S,2017-07-01,17.9,3192.0,3.0,2.0,160.0,149.0,2013.0,-37.96062,145.04296000000005,Southern Metropolitan,9758.0,Chisholm,Cheltenham,7,2017,3192.0,115.06666666666666,60.0,0.4063492063492064,6.0,0.21615925252877283,3.0
2,u,425000.0,S,2017-07-01,17.9,3192.0,1.0,1.0,0.0,,,-37.97143,145.05219,Southern Metropolitan,9758.0,Purplebricks,Cheltenham,7,2017,3192.0,115.06666666666666,60.0,0.4063492063492064,6.0,0.21615925252877283,3.0
3,h,1116000.0,S,2017-07-01,17.9,3192.0,1.0,2.0,610.0,,,-37.95629,145.06031000000004,Southern Metropolitan,9758.0,Ray,Cheltenham,7,2017,3192.0,115.06666666666666,60.0,0.4063492063492064,6.0,0.21615925252877283,3.0
3,u,1030000.0,S,2017-07-01,3.6,3068.0,2.0,2.0,538.0,,1995.0,-37.792970000000004,144.99776,Northern Metropolitan,2954.0,Nelson,Clifton Hill,7,2017,3068.0,126.01298701298701,308.0,0.3515262977587854,57.0,0.27405866237623633,38.0
2,h,900000.0,VB,2017-07-01,6.7,3058.0,1.0,1.0,350.0,100.0,1920.0,-37.74483,144.97269,Northern Metropolitan,11204.0,Jellis,Coburg,7,2017,3058.0,103.10526315789474,133.0,0.4034562825929732,18.0,0.3764116734294225,12.0
4,h,922000.0,SP,2017-07-01,6.7,3058.0,2.0,2.0,463.0,80.0,1960.0,-37.73704,144.97959,Northern Metropolitan,11204.0,Melbourne,Coburg,7,2017,3058.0,103.10526315789474,133.0,0.4034562825929732,18.0,0.3764116734294225,12.0
3,h,1077000.0,S,2017-07-01,6.7,3058.0,1.0,2.0,512.0,,,-37.75279000000001,144.95379,Northern Metropolitan,11204.0,Jellis,Coburg,7,2017,3058.0,103.10526315789474,133.0,0.4034562825929732,18.0,0.3764116734294225,12.0
3,h,805000.0,PI,2017-07-01,6.7,3058.0,2.0,2.0,296.0,,,-37.72495,144.98348000000001,Northern Metropolitan,3445.0,Jellis,Coburg North,7,2017,3058.0,103.10526315789474,133.0,0.4034562825929732,18.0,0.3764116734294225,12.0
4,h,665000.0,PI,2017-07-01,20.6,3064.0,2.0,2.0,756.0,236.0,2007.0,-37.58885,144.90135,Northern Metropolitan,15510.0,RE,Craigieburn,7,2017,3064.0,71.4047619047619,42.0,0.013703323055841043,2.0,0.13197746301228913,0.0
3,h,515500.0,S,2017-07-01,20.6,3064.0,1.0,4.0,651.0,117.0,1990.0,-37.60329,144.93948,Northern Metropolitan,15510.0,RE,Craigieburn,7,2017,3064.0,71.4047619047619,42.0,0.013703323055841043,2.0,0.13197746301228913,0.0
3,h,660000.0,S,2017-07-01,20.6,3064.0,2.0,3.0,618.0,225.5,2014.0,-37.59715,144.89656000000005,Northern Metropolitan,15510.0,LJ,Craigieburn,7,2017,3064.0,71.4047619047619,42.0,0.013703323055841043,2.0,0.13197746301228913,0.0
5,h,572000.0,S,2017-07-01,34.7,3977.0,2.0,1.0,581.0,,,-38.10687,145.2811,South-Eastern Metropolitan,7680.0,O'Brien,Cranbourne,7,2017,3977.0,92.95555555555555,45.0,0.14361082562521413,4.0,0.0528988573846805,2.0
4,h,932000.0,S,2017-07-01,23.0,3136.0,2.0,2.0,880.0,225.0,1970.0,-37.79587,145.2683,Eastern Metropolitan,11925.0,Hoskins,Croydon,7,2017,3136.0,84.8076923076923,26.0,0.31901336073997943,5.0,0.24018155717640416,3.0
2,h,570000.0,SP,2017-07-01,23.0,3136.0,1.0,1.0,312.0,110.0,1994.0,-37.807520000000004,145.27212,Eastern Metropolitan,11925.0,McGrath,Croydon,7,2017,3136.0,84.8076923076923,26.0,0.31901336073997943,5.0,0.24018155717640416,3.0
4,h,875000.0,S,2017-07-01,23.0,3136.0,2.0,2.0,244.0,,,-37.80267,145.27569,Eastern Metropolitan,11925.0,Barry,Croydon,7,2017,3136.0,84.8076923076923,26.0,0.31901336073997943,5.0,0.24018155717640416,3.0
2,u,348000.0,S,2017-07-01,24.7,3175.0,1.0,0.0,156.0,,,-37.987120000000004,145.22262,South-Eastern Metropolitan,10894.0,McLennan,Dandenong,7,2017,3175.0,185.57142857142858,42.0,0.5371702637889688,5.0,0.46787483508003286,5.0
3,h,627000.0,S,2017-07-01,24.7,3175.0,1.0,1.0,610.0,120.0,1970.0,-37.96322,145.20586,South-Eastern Metropolitan,8322.0,Barry,Dandenong North,7,2017,3175.0,185.57142857142858,42.0,0.5371702637889688,5.0,0.46787483508003286,5.0
3,h,760000.0,SP,2017-07-01,24.7,3175.0,1.0,2.0,751.0,,,-37.96609,145.21997,South-Eastern Metropolitan,8322.0,O'Brien,Dandenong North,7,2017,3175.0,185.57142857142858,42.0,0.5371702637889688,5.0,0.46787483508003286,5.0
2,u,612000.0,S,2017-07-01,22.2,3172.0,1.0,1.0,197.0,,1975.0,-37.984120000000004,145.13433,South-Eastern Metropolitan,3940.0,Buxton,Dingley Village,7,2017,3172.0,79.66666666666667,12.0,0.2850291195614937,1.0,0.23648900948445395,1.0
3,t,840000.0,SP,2017-07-01,12.4,3108.0,2.0,2.0,0.0,,,-37.78653,145.12363,Eastern Metropolitan,9028.0,Philip,Doncaster,7,2017,3108.0,128.82978723404256,141.0,0.5357999314833848,4.0,0.5632483632471186,4.0
6,h,1856000.0,SP,2017-07-01,14.3,3109.0,3.0,3.0,1056.0,322.0,1970.0,-37.78053,145.15567,Eastern Metropolitan,10999.0,Barry,Doncaster East,7,2017,3109.0,117.0,53.0,0.48353154211324817,7.0,0.46199995021284007,5.0
3,h,530500.0,S,2017-07-01,25.9,3754.0,2.0,2.0,400.0,179.0,2012.0,-37.61042,145.11932,Northern Victoria,7254.0,Buckingham,Doreen,7,2017,3754.0,115.15789473684211,19.0,0.1589585474477561,1.0,0.13069129471509297,1.0
3,h,975000.0,S,2017-07-01,18.0,3095.0,1.0,0.0,841.0,,,-37.71926,145.15081999999995,Eastern Metropolitan,6990.0,Morrison,Eltham,7,2017,3095.0,112.0,29.0,0.2968687906817403,5.0,0.28005277438948495,4.0
3,h,805000.0,S,2017-07-01,18.0,3095.0,2.0,0.0,848.0,127.0,1979.0,-37.70913,145.1647,Eastern Metropolitan,6990.0,Barry,Eltham,7,2017,3095.0,112.0,29.0,0.2968687906817403,5.0,0.28005277438948495,4.0
4,h,940000.0,SP,2017-07-01,19.6,3076.0,3.0,2.0,508.0,364.0,2012.0,-37.62693,145.01563000000004,Northern Metropolitan,10926.0,Iconek,Epping,7,2017,3076.0,51.529411764705884,17.0,0.1288112367249058,3.0,0.10455303577207439,3.0
2,u,437000.0,S,2017-07-01,19.6,3076.0,1.0,2.0,351.0,109.0,2000.0,-37.65099,145.04663,Northern Metropolitan,10926.0,hockingstuart,Epping,7,2017,3076.0,51.529411764705884,17.0,0.1288112367249058,3.0,0.10455303577207439,3.0
5,h,660000.0,S,2017-07-01,19.6,3076.0,3.0,2.0,708.0,,,-37.63888,145.02813,Northern Metropolitan,10926.0,hockingstuart,Epping,7,2017,3076.0,51.529411764705884,17.0,0.1288112367249058,3.0,0.10455303577207439,3.0
3,h,1325000.0,S,2017-07-01,7.5,3040.0,2.0,2.0,441.0,,,-37.74664,144.92285,Western Metropolitan,9264.0,McDonald,Essendon,7,2017,3040.0,114.14285714285714,56.0,0.3439534087016102,4.0,0.34436118924929254,3.0
1,u,310000.0,S,2017-07-01,7.5,3040.0,1.0,1.0,0.0,,,-37.75515,144.92113999999995,Western Metropolitan,9264.0,Considine,Essendon,7,2017,3040.0,114.14285714285714,56.0,0.3439534087016102,4.0,0.34436118924929254,3.0
3,t,864000.0,S,2017-07-01,7.5,3040.0,1.0,2.0,177.0,3.0,,-37.7401,144.89674,Western Metropolitan,9264.0,Brad,Essendon,7,2017,3040.0,114.14285714285714,56.0,0.3439534087016102,4.0,0.34436118924929254,3.0
1,u,291000.0,S,2017-07-01,7.5,3040.0,1.0,1.0,0.0,47.0,1970.0,-37.75121,144.91326,Western Metropolitan,9264.0,Nelson,Essendon,7,2017,3040.0,114.14285714285714,56.0,0.3439534087016102,4.0,0.34436118924929254,3.0
3,h,750000.0,VB,2017-07-01,7.5,3040.0,1.0,1.0,236.0,114.0,2000.0,-37.75403,144.8867,Western Metropolitan,588.0,Brad,Essendon West,7,2017,3040.0,114.14285714285714,56.0,0.3439534087016102,4.0,0.34436118924929254,3.0
5,h,2200000.0,VB,2017-07-01,7.5,3040.0,3.0,2.0,607.0,291.0,2016.0,-37.75148,144.88519,Western Metropolitan,588.0,Nelson,Essendon West,7,2017,3040.0,114.14285714285714,56.0,0.3439534087016102,4.0,0.34436118924929254,3.0
3,h,1550000.0,S,2017-07-01,5.7,3078.0,2.0,0.0,478.0,,,-37.78022,145.01771000000005,Northern Metropolitan,2970.0,Jellis,Fairfield,7,2017,3078.0,111.20270270270271,74.0,0.24391915039397055,13.0,0.20336498966916433,8.0
2,h,1350000.0,VB,2017-07-01,3.6,3068.0,1.0,1.0,184.0,79.0,1900.0,-37.784929999999996,144.98879,Northern Metropolitan,6244.0,Nelson,Fitzroy North,7,2017,3068.0,126.01298701298701,308.0,0.3515262977587854,57.0,0.27405866237623633,38.0
3,h,1852000.0,S,2017-07-01,3.6,3068.0,2.0,1.0,138.0,125.0,1900.0,-37.78714,144.97966,Northern Metropolitan,6244.0,Jellis,Fitzroy North,7,2017,3068.0,126.01298701298701,308.0,0.3515262977587854,57.0,0.27405866237623633,38.0
2,h,1100000.0,S,2017-07-01,3.6,3068.0,1.0,0.0,139.0,,,-37.7836,144.98031,Northern Metropolitan,6244.0,Woodards,Fitzroy North,7,2017,3068.0,126.01298701298701,308.0,0.3515262977587854,57.0,0.27405866237623633,38.0
1,u,170000.0,PI,2017-07-01,5.1,3011.0,1.0,0.0,30.0,26.0,2013.0,-37.80141,144.89587,Western Metropolitan,7570.0,Burnham,Footscray,7,2017,3011.0,95.6010101010101,198.0,0.15452780632636748,24.0,0.12753119303864865,18.0
4,h,1372000.0,S,2017-07-01,15.4,3131.0,1.0,2.0,866.0,,1970.0,-37.838159999999995,145.17783,Eastern Metropolitan,4385.0,Ray,Forest Hill,7,2017,3131.0,112.5925925925926,27.0,0.16729016786570744,5.0,0.17114336212690748,4.0
3,t,850500.0,S,2017-07-01,15.4,3131.0,2.0,2.0,353.0,,,-37.83401,145.17757,Eastern Metropolitan,4385.0,Noel,Forest Hill,7,2017,3131.0,112.5925925925926,27.0,0.16729016786570744,5.0,0.17114336212690748,4.0
3,h,640000.0,S,2017-07-01,38.0,3199.0,2.0,1.0,368.0,,,-38.1523,145.11874,South-Eastern Metropolitan,17055.0,hockingstuart,Frankston,7,2017,3199.0,174.96116504854368,103.0,0.35205794548035046,21.0,0.303826143237659,19.0
3,h,755000.0,S,2017-07-01,38.0,3199.0,1.0,2.0,786.0,174.0,1960.0,-38.16492,145.12656,South-Eastern Metropolitan,7566.0,hockingstuart,Frankston South,7,2017,3199.0,174.96116504854368,103.0,0.35205794548035046,21.0,0.303826143237659,19.0
3,h,625000.0,S,2017-07-01,12.9,3043.0,1.0,2.0,544.0,,,-37.68541,144.88471,Western Metropolitan,3285.0,YPA,Gladstone Park,7,2017,3043.0,114.82758620689656,29.0,0.2959917780061665,2.0,0.1122700455552513,1.0
4,h,1910000.0,S,2017-07-01,7.3,3146.0,2.0,3.0,737.0,,,-37.86231,145.07213000000004,Southern Metropolitan,10412.0,hockingstuart,Glen Iris,7,2017,3146.0,135.83333333333334,72.0,0.33442198622054736,9.0,0.29134823628986084,4.0
2,u,500000.0,PI,2017-07-01,7.3,3146.0,1.0,1.0,0.0,76.0,1965.0,-37.85399,145.04699,Southern Metropolitan,10412.0,Thomson,Glen Iris,7,2017,3146.0,135.83333333333334,72.0,0.33442198622054736,9.0,0.29134823628986084,4.0
2,u,523000.0,S,2017-07-01,7.3,3146.0,1.0,1.0,0.0,,,-37.85546,145.04998,Southern Metropolitan,10412.0,Thomson,Glen Iris,7,2017,3146.0,135.83333333333334,72.0,0.33442198622054736,9.0,0.29134823628986084,4.0
3,t,525000.0,S,2017-07-01,11.2,3046.0,1.0,1.0,194.0,133.0,2011.0,-37.701679999999996,144.94862,Northern Metropolitan,8870.0,Jellis,Glenroy,7,2017,3046.0,69.03333333333333,60.0,0.10469338814662557,5.0,0.05932969887066128,3.0
3,h,847000.0,SP,2017-07-01,11.2,3046.0,1.0,2.0,650.0,,,-37.71399,144.92264,Northern Metropolitan,8870.0,Barry,Glenroy,7,2017,3046.0,69.03333333333333,60.0,0.10469338814662557,5.0,0.05932969887066128,3.0
6,h,990000.0,S,2017-07-01,16.1,3088.0,3.0,2.0,562.0,,,-37.69749,145.1058,Northern Metropolitan,8524.0,Darren,Greensborough,7,2017,3088.0,68.36363636363636,11.0,0.04933196300102774,2.0,0.04418610440367429,2.0
2,u,695000.0,S,2017-07-01,16.1,3088.0,2.0,1.0,208.0,107.0,2000.0,-37.70267,145.09526,Northern Metropolitan,8524.0,Darren,Greensborough,7,2017,3088.0,68.36363636363636,11.0,0.04933196300102774,2.0,0.04418610440367429,2.0
2,u,500000.0,S,2017-07-01,11.2,3046.0,1.0,2.0,304.0,,,-37.70733,144.94041,Northern Metropolitan,2606.0,Harcourts,Hadfield,7,2017,3046.0,69.03333333333333,60.0,0.10469338814662557,5.0,0.05932969887066128,3.0
3,u,1210000.0,SP,2017-07-01,13.8,3188.0,2.0,2.0,9838.0,152.0,2010.0,-37.93464,144.99601,Southern Metropolitan,5454.0,Chisholm,Hampton,7,2017,3188.0,245.11267605633802,71.0,0.6104008221993833,10.0,0.5096407303223165,9.0
3,h,1140000.0,S,2017-07-01,13.8,3188.0,1.0,2.0,1469.0,204.0,,-37.934329999999996,145.02983999999995,Southern Metropolitan,2356.0,McGrath,Hampton East,7,2017,3188.0,245.11267605633802,71.0,0.6104008221993833,10.0,0.5096407303223165,9.0
1,u,395000.0,S,2017-07-01,5.3,3122.0,1.0,1.0,910.0,,,-37.81333,145.01932,Southern Metropolitan,11308.0,Peter,Hawthorn,7,2017,3122.0,180.57065217391303,184.0,0.8586045449354802,24.0,0.9408404072589678,10.0
3,u,1000000.0,S,2017-07-01,5.3,3122.0,1.0,1.0,1079.0,90.0,1940.0,-37.82987,145.03421,Southern Metropolitan,11308.0,Jellis,Hawthorn,7,2017,3122.0,180.57065217391303,184.0,0.8586045449354802,24.0,0.9408404072589678,10.0
2,u,450000.0,S,2017-07-01,5.3,3122.0,1.0,1.0,2338.0,,,-37.83032,145.03898999999996,Southern Metropolitan,11308.0,LITTLE,Hawthorn,7,2017,3122.0,180.57065217391303,184.0,0.8586045449354802,24.0,0.9408404072589678,10.0
2,u,450000.0,PI,2017-07-01,5.3,3122.0,1.0,1.0,1540.0,71.0,1965.0,-37.82824,145.03136999999995,Southern Metropolitan,11308.0,Jellis,Hawthorn,7,2017,3122.0,180.57065217391303,184.0,0.8586045449354802,24.0,0.9408404072589678,10.0
3,h,650000.0,SP,2017-07-01,45.2,3777.0,2.0,4.0,724.0,156.6,2009.0,-37.64685,145.52635,Northern Victoria,3307.0,McGrath,Healesville,7,2017,3777.0,271.2566844919786,187.0,0.6130933580661604,41.0,0.3985695526623684,16.0
3,h,790000.0,S,2017-07-01,8.8,3081.0,2.0,1.0,458.0,,,-37.73569000000001,145.05913,Eastern Metropolitan,2947.0,Miles,Heidelberg Heights,7,2017,3081.0,83.65789473684211,38.0,0.07204032692213577,7.0,0.04200791615842274,4.0
2,h,780000.0,VB,2017-07-01,8.8,3081.0,1.0,1.0,588.0,,,-37.73764,145.05323,Eastern Metropolitan,2947.0,Barry,Heidelberg Heights,7,2017,3081.0,83.65789473684211,38.0,0.07204032692213577,7.0,0.04200791615842274,4.0
3,h,726500.0,S,2017-07-01,8.8,3081.0,1.0,0.0,593.0,95.0,1950.0,-37.7482,145.04073,Eastern Metropolitan,2674.0,William,Heidelberg West,7,2017,3081.0,83.65789473684211,38.0,0.07204032692213577,7.0,0.04200791615842274,4.0
3,h,710000.0,S,2017-07-01,8.8,3081.0,1.0,1.0,577.0,,,-37.74307,145.0399,Eastern Metropolitan,2674.0,William,Heidelberg West,7,2017,3081.0,83.65789473684211,38.0,0.07204032692213577,7.0,0.04200791615842274,4.0
2,u,645000.0,S,2017-07-01,16.0,3190.0,1.0,1.0,105.0,64.0,1970.0,-37.94887,145.02647,Southern Metropolitan,4794.0,Hodges,Highett,7,2017,3190.0,154.56410256410257,39.0,0.3686742034943474,5.0,0.35117373229444127,5.0
5,h,650500.0,SP,2017-07-01,18.0,3037.0,2.0,2.0,615.0,213.0,2007.0,-37.68455,144.73272,Western Metropolitan,5556.0,YPA,Hillside,7,2017,3037.0,66.4375,16.0,0.14616877926230445,3.0,0.11878386564105117,3.0
3,h,750000.0,S,2017-07-01,12.3,3166.0,2.0,2.0,321.0,87.0,2005.0,-37.90415,145.10504,Southern Metropolitan,768.0,Ray,Huntingdale,7,2017,3166.0,113.14285714285714,70.0,0.16404835315421135,7.0,0.11652269879598051,6.0
4,h,650000.0,PI,2017-07-01,14.0,3047.0,1.0,1.0,692.0,181.0,1960.0,-37.6876,144.91167,Northern Metropolitan,851.0,YPA,Jacana,7,2017,3047.0,63.857142857142854,21.0,0.1726618705035971,2.0,0.1285919361396696,0.0
2,t,390000.0,S,2017-07-01,14.0,3047.0,1.0,1.0,165.0,89.0,1995.0,-37.68582,144.91638,Northern Metropolitan,851.0,YPA,Jacana,7,2017,3047.0,63.857142857142854,21.0,0.1726618705035971,2.0,0.1285919361396696,0.0
2,t,520000.0,VB,2017-07-01,11.7,3033.0,2.0,2.0,62.0,62.0,2014.0,-37.738929999999996,144.87661,Western Metropolitan,5629.0,Whiting,Keilor East,7,2017,3033.0,83.64285714285714,14.0,0.08039282859426747,3.0,0.031116974932165004,1.0
3,t,967000.0,S,2017-07-01,3.4,3031.0,2.0,2.0,0.0,120.0,1999.0,-37.79482,144.92192,Northern Metropolitan,5263.0,Edward,Kensington,7,2017,3031.0,119.91489361702128,188.0,0.2660576300864071,18.0,0.19716846843380909,11.0
2,h,850000.0,VB,2017-07-01,3.4,3031.0,1.0,0.0,133.0,,,-37.78906,144.93173000000004,Northern Metropolitan,5263.0,Nelson,Kensington,7,2017,3031.0,119.91489361702128,188.0,0.2660576300864071,18.0,0.19716846843380909,11.0
1,t,500000.0,VB,2017-07-01,3.4,3031.0,1.0,0.0,142.0,,,-37.79059,144.93145,Northern Metropolitan,5263.0,Nelson,Kensington,7,2017,3031.0,119.91489361702128,188.0,0.2660576300864071,18.0,0.19716846843380909,11.0
2,u,535000.0,SP,2017-07-01,3.4,3031.0,1.0,1.0,0.0,70.0,2011.0,-37.79122,144.93175,Northern Metropolitan,5263.0,Edward,Kensington,7,2017,3031.0,119.91489361702128,188.0,0.2660576300864071,18.0,0.19716846843380909,11.0
2,h,758000.0,S,2017-07-01,5.4,3101.0,1.0,2.0,901.0,,,-37.79719,145.03177,Southern Metropolitan,10331.0,Jellis,Kew,7,2017,3101.0,139.5981308411215,107.0,0.24652278177458037,8.0,0.087127529810062,2.0
2,u,862000.0,S,2017-07-01,7.3,3102.0,1.0,1.0,1011.0,72.0,1970.0,-37.7972,145.05225,Southern Metropolitan,2671.0,Jellis,Kew East,7,2017,3102.0,759.0833333333334,12.0,0.783281945871874,1.0,0.6257001319359736,1.0
4,h,965000.0,S,2017-07-01,25.2,3173.0,2.0,2.0,576.0,,,-38.00293,145.16465,South-Eastern Metropolitan,8459.0,Ray,Keysborough,7,2017,3173.0,71.60975609756098,41.0,0.07673860911270983,1.0,0.031116974932165004,0.0
4,h,761000.0,S,2017-07-01,25.2,3173.0,1.0,2.0,680.0,170.0,1970.0,-37.9865,145.16767,South-Eastern Metropolitan,8459.0,Barry,Keysborough,7,2017,3173.0,71.60975609756098,41.0,0.07673860911270983,1.0,0.031116974932165004,0.0
3,h,520000.0,PI,2017-07-01,14.0,3021.0,1.0,2.0,570.0,,,-37.73341,144.77161,Western Metropolitan,2878.0,Bells,Kings Park,7,2017,3021.0,81.65,20.0,0.10414525522439191,1.0,0.087127529810062,1.0
3,h,530000.0,SP,2017-07-01,14.0,3021.0,1.0,1.0,532.0,112.0,1975.0,-37.731,144.77387,Western Metropolitan,2878.0,YPA,Kings Park,7,2017,3021.0,81.65,20.0,0.10414525522439191,1.0,0.087127529810062,1.0
3,h,1020000.0,S,2017-07-01,6.4,3012.0,1.0,0.0,281.0,,,-37.807809999999996,144.88083,Western Metropolitan,1808.0,Village,Kingsville,7,2017,3012.0,112.63157894736842,76.0,0.1962315861596437,10.0,0.21595180602922504,5.0
